trial_global_id,condition,stimulus_id,stimulus_text,n_siblings,n_condition,corr_loo,rms_resid,max_abs_z,p99_abs_z,frac_abs_gt3,frac_abs_gt5,spatial_std,frac_out_sib_clim,rz_corr_loo,rz_rms_resid,rz_max_abs_z,rz_p99_abs_z,rz_frac_abs_gt3,rz_frac_abs_gt5,rz_spatial_std,rz_frac_out_sib_clim,rank_corr_low,rank_rms_high,pct_corr_low,pct_rms_high,flag,why
3022,condAN2,black_point_0.05,cond2: black point 0.05 diameter,29,30,0.36530559412219055,0.7542418590620505,4.613202095031738,2.2479435229301457,0.0017,0.0,0.7153225704147503,0.0001,0.09134159004829591,-0.5969123719738295,-0.6298524589439957,-0.6667499374016989,-0.6370190506167844,-0.6744907594765952,-0.4758116030674783,-0.5058680696074465,14.0,23.0,0.4666666666666667,0.7666666666666667,,
3037,condAN2,black_point_0.05,cond2: black point 0.05 diameter,29,30,0.3771239346456358,0.5875655260645494,4.171370506286621,1.9149201571941379,0.0009,0.0,0.5732105125631421,0.0,0.07083755199079578,-0.9418925144497858,-0.8809806396212208,-0.9523850043177403,-0.6915233544128729,-0.6744907594765952,-0.8165494649036481,-0.6744907594765952,15.0,28.0,0.5,0.9333333333333333,,
3031,condAN2,black_point_0.05,cond2: black point 0.05 diameter,29,30,0.45878417239263436,0.5379618141784432,4.207563400268555,1.927512240409853,0.0011,0.0,0.5315950519727431,0.0,-0.07083755199079587,-1.0445603334859876,-0.8604093272690614,-0.9415847395255564,-0.6778972784638508,-0.6744907594765952,-0.916329619207701,-0.6744907594765952,16.0,29.0,0.5333333333333333,0.9666666666666667,,
3042,condAN2,black_point_0.05,cond2: black point 0.05 diameter,29,30,0.5808369370640327,0.5912271530485065,5.1390204429626465,2.443100512027742,0.0039,0.0001,0.7050683904730047,0.0,-0.2825910149140246,-0.9343138224069374,-0.3309878950552228,-0.49936324512913977,-0.4871322151775411,-0.40469445568595713,-0.5003977458695347,-0.6744907594765952,17.0,27.0,0.5666666666666667,0.9,,
3024,condAN2,black_point_0.05,cond2: black point 0.05 diameter,29,30,0.587743700213271,0.679278233294974,4.850748062133789,2.6263770771026627,0.0042,0.0,0.8327123701218605,0.0001,-0.2945737915301817,-0.7520691469793609,-0.4948361132024437,-0.34216642557979926,-0.4666931012540079,-0.6744907594765952,-0.1943495655861576,-0.5058680696074465,18.0,24.0,0.6,0.8,,
3027,condAN2,black_point_0.05,cond2: black point 0.05 diameter,29,30,0.6308041551651522,0.6226810149661567,4.0766754150390625,2.4443658471107494,0.0024,0.0,0.7480376904581749,0.0,-0.3692808288976627,-0.8692118515954442,-0.9348034232107882,-0.4982779637095993,-0.5893277847952071,-0.6744907594765952,-0.3973715310438223,-0.6744907594765952,19.0,26.0,0.6333333333333333,0.8666666666666667,,
3043,condAN2,black_point_0.05,cond2: black point 0.05 diameter,29,30,0.6448864272312435,0.5211738601035084,4.456130027770996,2.09455859899521,0.0016,0.0,0.6738982505482749,0.0,-0.3937126382372562,-1.0793073829590383,-0.7191290600091947,-0.7983086132178508,-0.6438320885912955,-0.6744907594765952,-0.5751334649327041,-0.6744907594765952,20.0,30.0,0.6666666666666666,1.0,,
3028,condAN2,black_point_0.05,cond2: black point 0.05 diameter,29,30,0.6760389277860163,1.1049665987979145,7.912367820739746,4.282519402503969,0.0446,0.004,1.2778293827146867,0.0109,-0.4477601634117252,0.12900395044571264,1.245326925134991,1.0783114525805144,2.2857742404484616,10.117361392148927,0.8728942800849349,17.705382436260624,21.0,12.0,0.7,0.4,,frac>|5| rz=10.1; out_clim=0.011 rz=17.7
3038,condAN2,black_point_0.05,cond2: black point 0.05 diameter,29,30,0.69124082783447,4.343827485388163,25.097139358520508,13.772266836166382,0.3789,0.2334,4.551609695942195,0.2735,-0.47413445314567365,6.832671291941984,11.012805126260634,9.21769421702963,25.061760189238946,629.0300822878727,8.722340139318648,460.5085660326454,22.0,1.0,0.7333333333333333,0.03333333333333333,amp_clim_only,rms rz=6.8; rms rank 1; p99|z| rz=9.2; max|z| rz=11.0; frac>|5| rz=629.0; out_clim=0.274 rz=460.5
3035,condAN2,black_point_0.05,cond2: black point 0.05 diameter,29,30,0.7084807975825891,0.9051679086179469,5.220826148986816,3.3273073601722722,0.0195,0.0002,1.0587026163285003,0.0011,-0.5040446588233939,-0.28453154895736105,-0.2844911785546809,0.25902342746726054,0.5757017088461848,-0.13489815189531904,0.3475005381445628,1.1803588290840419,23.0,18.0,0.7666666666666667,0.6,,
